Date,QQQ,TLT
2016-06-14,100.6494369506836,102.75878143310547
2016-06-15,100.36064910888672,103.15376281738281
2016-06-16,100.65875244140625,103.65508270263672
2016-06-17,99.47892761230469,103.00942993164062
2016-06-20,100.10480499267578,101.90803527832031
2016-06-21,100.42241668701172,101.43704986572266
2016-06-22,100.17951965332031,101.60416412353516
2016-06-23,101.60881805419922,100.44200134277344
2016-06-24,97.42375183105469,103.13860321044922
2016-06-27,95.49004364013672,105.71363067626953
2016-06-28,97.58258819580078,105.93392944335938
2016-06-29,99.31078338623047,105.1211166381836
2016-06-30,100.45980072021484,105.50852966308594
2016-07-01,100.9642333984375,106.97347259521484
2016-07-05,100.34768676757812,108.31285858154297
2016-07-06,101.16976165771484,108.4877700805664
2016-07-07,101.46866607666016,108.48020935058594
2016-07-08,103.03807067871094,109.27930450439453
2016-07-11,103.62663269042969,108.32039642333984
2016-07-12,104.14972686767578,106.53966522216797
2016-07-13,103.89749908447266,107.79534912109375
2016-07-14,104.60747528076172,106.22769927978516
2016-07-15,104.4393310546875,105.31450653076172
2016-07-18,105.1305923461914,105.21553802490234
2016-07-19,104.74759674072266,105.80913543701172
2016-07-20,105.9713363647461,105.23078918457031
2016-07-21,105.72846984863281,105.44384765625
2016-07-22,106.16748046875,105.62644958496094
2016-07-25,106.1768569946289,105.55043029785156
2016-07-26,106.29830932617188,105.71778869628906
